CSHL_ID;CSHL_PREP_DATE;CSHL_PREP_USER_ID;CSHL_SALE_DATE;CSHL_SALE_USER_ID;CSHL_SUMMA;CSHL_PAID_SUMMA;CSHL_WAYPAYMENT;CSHL_CLI_ID;CSHL_FISKAL_ID;CSHL_STATUS;CSHL_ORDERNUMBER;CSHL_DISKT_ID;CSHL_ORDERCOMMENT;CSHL_CSHS_ID;CSHL_BEARER_NAME;CSHL_BEARER_TYPE;CSHL_FINANCELIST_ID;CSHL_FISKAL_V_ID;CSHL_FISKAL_NUMB;CSHL_STORNO_FISKAL;CSHL_STORNO_USER_ID;CSHL_STORNO_DATE;CSHL_STORNO_CSHL_ID;CSHL_BEARER_TRANZ_ID;CSHL_MANAGER_ID;CSHL_ADD_TNODID;CSHL_CLI_AMOUNT;CSHL_APPL_TYPE;CSHL_DISKT_COMMENT;CSHL_ACCOUNT_ID;CSHL_PREP_PSAL_ID;CSHL_PREP_DATE_END;CSHL_BONUS_TNODID;CSHL_BONUS_FINANCELIST_ID;CSHL_ORDERVIP;CSHL_ORG_ID;CSHL_PAYMENT_INFO;CSHL_WORK_STATUS;CSHL_BONUS_USE_FINANCELIST_ID;CSHL_REMOTE_PSAL_ID;CSHL_REMOTE_CSHS_ID;CSHL_REMOTE_DATE;CSHL_BONUS_INFO;CSHL_PREP_TMP_PSAL_ID;CSHL_REMOTE_DATE_CLI;CSHL_AGN_ID;CSHL_AGN_FINANCELIST_ID;
4089473;11/25/2018 11:12:57 AM;24;11/25/2018 11:12:54 AM;24;400;;8;;;0;4089473;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089475;11/25/2018 11:12:59 AM;822959;11/25/2018 11:13:29 AM;822959;4000;0;1;;8138;0;110_4089475;;;4086617;;;;;60001270;;;;;;;;;0;;61007;;;;;0;-1;;;;;;;;;;;;
4089478;11/25/2018 11:13:06 AM;822959;11/25/2018 11:13:28 AM;822959;3600;0;1;;5952;0;102_4089478;;;4086568;;;;;60001702;;;;;;;;;0;;61007;;;;;0;;;12112022221;;;;;;;;;;
4089480;11/25/2018 11:13:07 AM;822963;11/25/2018 11:13:56 AM;822963;0;;4;;;0;178644 302_4089480;;;4087272;;;;;;;;;;;1258269;;;2;;61007;;;;;0;;;;;;;;;;;;;
4089484;11/25/2018 11:13:11 AM;847860;11/25/2018 11:13:41 AM;847860;1800;0;1;;6558;0;104_4089484;;;4086654;;;;;60000607;;;;;;;;;0;;61007;;;;;0;;;12112022221;;;;;;;;;;
4089486;11/25/2018 11:13:10 AM;822971;11/25/2018 11:13:21 AM;822971;400;0;1;;2568;0;105_4089486;;;4086315;;;;;60000588;;;;;;;;;0;;61007;;;;;0;;;12112022221;;;;;;;;;;
4089488;11/25/2018 11:13:26 AM;2231538;11/25/2018 11:13:45 AM;2231538;2600;0;2;;7197;0;103_4089488;;;4086693;;1;;;60001705;;;;;;;;;0;;-1;;;;;0;-1;TypePK=3;;11112022221;;;;;;;;;;
4089491;11/25/2018 11:13:30 AM;822959;11/25/2018 11:13:47 AM;822959;800;0;1;;5953;0;102_4089491;;;4086568;;;;;60001702;;;;;;;;;0;;61007;;;;;0;;;12112022221;;;;;;;;;;
4089494;11/25/2018 11:13:28 AM;822971;11/25/2018 11:13:40 AM;822971;800;0;1;;2569;0;105_4089494;;;4086315;;;;;60000588;;;;;;;;;0;;61007;;;;;0;;;12112022221;;;;;;;;;;
4089497;11/25/2018 11:13:42 AM;1152278;11/25/2018 11:13:55 AM;1152278;1000;0;1;;3117;0;106_4089497;;;4086643;;;;;60001268;;;;;;;;;0;;61007;;;;;0;;;;;;;;;;;;;
4089499;11/25/2018 11:13:44 AM;847860;11/25/2018 11:13:55 AM;847860;800;0;1;;6559;0;104_4089499;;;4086654;;;;;60000607;;;;;;;;;0;;61007;;;;;0;;;12112022221;;;;;;;;;;
4089501;11/25/2018 11:18:12 AM;822963;11/25/2018 11:18:39 AM;822963;0;;4;;;0;178646 301_4089501;;;4087172;;;;;;;;;;;1258269;;;2;;61007;;;;;0;;;12212022221;;;;;;;;;;
4089503;11/25/2018 11:13:46 AM;822971;11/25/2018 11:13:58 AM;822971;800;0;1;;2570;0;105_4089503;;;4086315;;;;;60000588;;;;;;;;;0;;61007;;;;;0;;;12112022221;;;;;;;;;;
4089505;11/25/2018 11:13:52 AM;2231538;11/25/2018 11:14:08 AM;2231538;800;0;1;;7198;0;103_4089505;;;4086693;;;;;60001705;;;;;;;;;0;;61007;;;;;0;-1;;12112022221;;;;;;;;;;
4089507;11/25/2018 11:13:56 AM;847860;11/25/2018 11:14:06 AM;847860;800;0;1;;6560;0;104_4089507;;;4086654;;;;;60000607;;;;;;;;;0;;61007;;;;;0;;;12112022221;;;;;;;;;;
4089509;11/25/2018 11:13:57 AM;822959;11/25/2018 11:14:21 AM;822959;1800;0;2;;5954;0;102_4089509;;;4086568;;1;;;60001702;;;;;;;;;0;;-1;;;;;0;;TypePK=3;;11112022221;;;;;;;;;;
4089511;11/25/2018 11:14:03 AM;822963;11/25/2018 11:14:16 AM;822963;0;;4;;;0;178647 304_4089511;;;4087593;;;;;;;;;;;1258269;;;2;;61007;;;;;0;;;;;;;;;;;;;
4089513;11/25/2018 11:14:02 AM;1152278;11/25/2018 11:14:13 AM;1152278;1000;0;1;;3118;0;106_4089513;;;4086643;;;;;60001268;;;;;;;;;0;;61007;;;;;0;;;;;;;;;;;;;
4089515;11/25/2018 11:14:09 AM;847860;11/25/2018 11:14:19 AM;847860;800;0;1;;6561;0;104_4089515;;;4086654;;;;;60000607;;;;;;;;;0;;61007;;;;;0;;;12112022221;;;;;;;;;;
4089517;11/25/2018 11:14:11 AM;24;11/25/2018 11:14:08 AM;24;400;;8;;;0;4089517;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089519;11/25/2018 11:14:16 AM;24;11/25/2018 11:14:13 AM;24;400;;8;;;0;4089519;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089522;11/25/2018 11:14:21 AM;24;11/25/2018 11:14:18 AM;24;400;;8;;;0;4089522;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089524;11/25/2018 11:14:26 AM;24;11/25/2018 11:14:23 AM;24;400;;8;;;0;4089524;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089526;11/25/2018 11:14:31 AM;24;11/25/2018 11:14:28 AM;24;900;;8;;;0;4089526;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089528;11/25/2018 11:18:55 AM;822963;11/25/2018 11:19:01 AM;822963;0;;4;;;0;178648 301_4089528;;;4087172;;;;;;;;;;;1258269;;;2;;61007;;;;;0;;;12212022221;;;;;;;;;;
4089530;11/25/2018 11:14:35 AM;822963;11/25/2018 11:14:44 AM;822963;0;;4;;;0;178649 304_4089530;;;4087593;;;;;;;;;;;1258269;;;2;;61007;;;;;0;;;;;;;;;;;;;
4089532;11/25/2018 11:14:38 AM;822959;11/25/2018 11:14:58 AM;822959;2600;0;1;;5955;0;102_4089532;;;4086568;;;;;60001702;;;;;;;;;0;;61007;;;;;0;;;12112022221;;;;;;;;;;
4089537;11/25/2018 11:14:54 AM;822963;11/25/2018 11:15:52 AM;822963;0;;4;;;0;178651 302_4089537;;;4087272;;;;;;;;;;;1258269;;;2;;61007;;;;;0;;;;;;;;;;;;;
4089539;11/25/2018 11:15:00 AM;24;11/25/2018 11:15:00 AM;24;-400;;8;0;;4;;;;4085654;;;;;;;24;;;;;;;;;-1;;;;;;;;01;;;;;;;;;;
4089541;11/25/2018 11:15:04 AM;822963;11/25/2018 11:15:11 AM;822963;0;;4;;;0;178650 304_4089541;;;4087593;;;;;;;;;;;1258269;;;2;;61007;;;;;0;;;;;;;;;;;;;
4089543;11/25/2018 11:15:02 AM;24;11/25/2018 11:15:02 AM;24;-400;;8;0;;4;;;;4085654;;;;;;;24;;;;;;;;;-1;;;;;;;;01;;;;;;;;;;
4089546;11/25/2018 11:15:08 AM;2231538;11/25/2018 11:15:19 AM;2231538;0;0;1;;;0;103_4089546;;;4086693;;;;;;;;;;;;;;0;;61007;;;;;0;-1;;12112022221;;;;;;;;;;
4089548;11/25/2018 11:15:04 AM;822971;11/25/2018 11:15:14 AM;822971;0;0;1;;;0;105_4089548;;;4086315;;;;;;;;;;;;;;0;;61007;;;;;0;;;12112022221;;;;;;;;;;
4089552;11/25/2018 11:15:07 AM;24;11/25/2018 11:15:07 AM;24;-900;;8;0;;4;;;;4085654;;;;;;;24;;;;;;;;;-1;;;;;;;;01;;;;;;;;;;
4089554;11/25/2018 11:15:16 AM;24;11/25/2018 11:15:13 AM;24;200;;8;;;0;4089554;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089556;11/25/2018 11:15:17 AM;24;11/25/2018 11:15:17 AM;24;-900;;8;0;;4;;;;4085654;;;;;;;24;;;;;;;;;-1;;;;;;;;01;;;;;;;;;;
4089558;11/25/2018 11:15:22 AM;24;11/25/2018 11:15:22 AM;24;-900;;8;0;;4;;;;4085654;;;;;;;24;;;;;;;;;-1;;;;;;;;01;;;;;;;;;;
4089560;11/25/2018 11:19:51 AM;822963;11/25/2018 11:20:13 AM;822963;0;;4;;;0;178653 301_4089560;;;4087172;;;;;;;;;;;1258269;;;2;;61007;;;;;0;;;12212022221;;;;;;;;;;
4089562;11/25/2018 11:15:33 AM;822963;11/25/2018 11:15:48 AM;822963;0;;4;;;0;178652 304_4089562;;;4087593;;;;;;;;;;;1258269;;;2;;61007;;;;;0;;;;;;;;;;;;;
4089564;11/25/2018 11:15:43 AM;847860;11/25/2018 11:15:58 AM;847860;800;0;1;;6562;0;104_4089564;;;4086654;;;;;60000607;;;;;;;;;0;;61007;;;;;0;;;12112022221;;;;;;;;;;
4089566;11/25/2018 11:15:53 AM;24;11/25/2018 11:15:50 AM;24;900;;8;;;0;4089566;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089568;11/25/2018 11:15:56 AM;822959;11/25/2018 11:16:11 AM;822959;800;0;1;;5956;0;102_4089568;;;4086568;;;;;60001702;;;;;;;;;0;;61007;;;;;0;;;12112022221;;;;;;;;;;
4089570;11/25/2018 11:16:15 AM;822963;11/25/2018 11:16:31 AM;822963;0;;4;;;0;178654 303_4089570;;;4087218;;;;;;;;;;;1258269;;;2;;61007;;;;;0;;;12212022221;;;;;;;;;;
4089573;11/25/2018 11:16:01 AM;847860;11/25/2018 11:16:14 AM;847860;800;0;1;;6563;0;104_4089573;;;4086654;;;;;60000607;;;;;;;;;0;;61007;;;;;0;;;12112022221;;;;;;;;;;
4089575;11/25/2018 11:20:26 AM;822963;11/25/2018 11:21:59 AM;822963;0;;4;;;0;178657 301_4089575;;;4087172;;;;;;;;;;;1258269;;;2;;61007;;;;;0;;;12212022221;;;;;;;;;;
4089577;11/25/2018 11:16:09 AM;822963;11/25/2018 11:16:18 AM;822963;0;;4;;;0;178655 304_4089577;;;4087593;;;;;;;;;;;1258269;;;2;;61007;;;;;0;;;;;;;;;;;;;
4089579;11/25/2018 11:16:16 AM;822971;11/25/2018 11:16:34 AM;822971;2600;0;1;;2571;0;105_4089579;;;4086315;;;;;60000588;;;;;;;;;0;;61007;;;;;0;;;12112022221;;;;;;;;;;
4089581;11/25/2018 11:16:20 AM;847860;11/25/2018 11:16:33 AM;847860;800;0;1;;6564;0;104_4089581;;;4086654;;;;;60000607;;;;;;;;;0;;61007;;;;;0;;;12112022221;;;;;;;;;;
4089584;11/25/2018 11:16:23 AM;24;11/25/2018 11:16:20 AM;24;900;;8;;;0;4089584;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089586;11/25/2018 11:16:31 AM;24;11/25/2018 11:16:28 AM;24;900;;8;;;0;4089586;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089588;11/25/2018 11:16:34 AM;822963;11/25/2018 11:16:44 AM;822963;0;;4;;;0;178656 304_4089588;;;4087593;;;;;;;;;;;1258269;;;2;;61007;;;;;0;;;;;;;;;;;;;
4089590;11/25/2018 11:16:36 AM;24;11/25/2018 11:16:33 AM;24;400;;8;;;0;4089590;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089592;11/25/2018 11:16:37 AM;847860;11/25/2018 11:16:49 AM;847860;800;0;1;;6565;0;104_4089592;;;4086654;;;;;60000607;;;;;;;;;0;;61007;;;;;0;;;12112022221;;;;;;;;;;
4089594;11/25/2018 11:16:41 AM;24;11/25/2018 11:16:38 AM;24;400;;8;;;0;4089594;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089597;11/25/2018 11:16:49 AM;2231538;11/25/2018 11:17:09 AM;2231538;800;0;2;;7199;0;103_4089597;;;4086693;;1;;;60001705;;;;;;;;;0;;-1;;;;;0;-1;TypePK=3;;11112022221;;;;;;;;;;
4089599;11/25/2018 11:16:54 AM;24;11/25/2018 11:16:51 AM;24;400;;8;;;0;4089599;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089601;11/25/2018 11:16:55 AM;822963;11/25/2018 11:18:53 AM;822963;0;;4;;;0;178661 304_4089601;;;4087593;;;;;;;;;;;1258269;;;2;;61007;;;;;0;;;;;;;;;;;;;
4089604;11/25/2018 11:17:07 AM;822963;11/25/2018 12:27:03 PM;822963;0;;4;;;0;178771 306_4089604;;;4089603;;;;;;;;;;;1258269;;;2;;61007;;;;;0;;;;;;;;;;;;;
4089606;11/25/2018 11:16:57 AM;822971;11/25/2018 11:17:08 AM;822971;400;0;1;;2572;0;105_4089606;;;4086315;;;;;60000588;;;;;;;;;0;;61007;;;;;0;;;12112022221;;;;;;;;;;
4089608;11/25/2018 11:17:13 AM;822959;11/25/2018 11:17:34 AM;822959;3200;0;1;;5957;0;102_4089608;;;4086568;;;;;60001702;;;;;;;;;0;;61007;;;;;0;;;12112022221;;;;;;;;;;
4089610;11/25/2018 11:17:17 AM;24;11/25/2018 11:17:14 AM;24;400;;8;;;0;4089610;;;4085654;;;0;;;;;;4089741;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089612;11/25/2018 11:17:18 AM;2231538;11/25/2018 11:17:29 AM;2231538;800;0;1;;7200;0;103_4089612;;;4086693;;;;;60001705;;;;;;;;;0;;61007;;;;;0;-1;;12112022221;;;;;;;;;;
4089614;11/25/2018 11:17:19 AM;822963;11/25/2018 11:17:45 AM;822963;0;;4;;;0;178658 302_4089614;;;4087272;;;;;;;;;;;1258269;;;2;;61007;;;;;0;;;;;;;;;;;;;
4089615;11/25/2018 11:17:20 AM;847860;11/25/2018 11:17:30 AM;847860;1600;0;1;;6566;0;104_4089615;;;4086654;;;;;60000607;;;;;;;;;0;;61007;;;;;0;;;12112022221;;;;;;;;;;
4089618;11/25/2018 11:17:42 AM;822963;11/25/2018 11:19:02 AM;822963;0;;4;;;0;178659 303_4089618;;;4087218;;;;;;;;;;;1258269;;;2;;61007;;;;;0;;;12212022221;;;;;;;;;;
4089620;11/25/2018 11:17:24 AM;822971;11/25/2018 11:17:35 AM;822971;800;0;1;;2573;0;105_4089620;;;4086315;;;;;60000588;;;;;;;;;0;;61007;;;;;0;;;12112022221;;;;;;;;;;
4089622;11/25/2018 11:17:36 AM;2231538;11/25/2018 11:18:06 AM;2231538;1800;0;1;;7201;0;103_4089622;;;4086693;;;;;60001705;;;;;;;;;0;;61007;;;;;0;-1;;12112022221;;;;;;;;;;
4089624;11/25/2018 11:17:37 AM;24;11/25/2018 11:17:34 AM;24;400;;8;;;0;4089624;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089626;11/25/2018 11:17:45 AM;1152278;11/25/2018 11:18:02 AM;1152278;500;0;1;;3119;0;106_4089626;;;4086643;;;;;60001268;;;;;;;;;0;;61007;;;;;0;;;;;;;;;;;;;
4089628;11/25/2018 11:17:49 AM;822971;11/25/2018 11:18:00 AM;822971;800;0;1;;2574;0;105_4089628;;;4086315;;;;;60000588;;;;;;;;;0;;61007;;;;;0;;;12112022221;;;;;;;;;;
4089630;11/25/2018 11:22:32 AM;822963;11/25/2018 11:23:07 AM;822963;0;;4;;;0;178660 301_4089630;;;4087172;;;;;;;;;;;1258269;;;2;;61007;;;;;0;;;12212022221;;;;;;;;;;
4089632;11/25/2018 11:18:09 AM;847860;11/25/2018 11:18:19 AM;847860;800;0;1;;6567;0;104_4089632;;;4086654;;;;;60000607;;;;;;;;;0;;61007;;;;;0;;;12112022221;;;;;;;;;;
4089634;11/25/2018 11:18:11 AM;24;11/25/2018 11:18:08 AM;24;400;;8;;;0;4089634;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089636;11/25/2018 11:18:16 AM;24;11/25/2018 11:18:13 AM;24;400;;8;;;0;4089636;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089638;11/25/2018 11:18:16 AM;2231538;11/25/2018 11:18:31 AM;2231538;1800;0;2;;7202;0;103_4089638;;;4086693;;1;;;60001705;;;;;;;;;0;;-1;;;;;0;-1;TypePK=3;;11112022221;;;;;;;;;;
4089640;11/25/2018 11:18:17 AM;822971;11/25/2018 11:18:28 AM;822971;800;0;1;;2575;0;105_4089640;;;4086315;;;;;60000588;;;;;;;;;0;;61007;;;;;0;;;12112022221;;;;;;;;;;
4089642;11/25/2018 11:18:21 AM;24;11/25/2018 11:18:19 AM;24;400;;8;;;0;4089642;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089644;11/25/2018 11:18:22 AM;826379;11/25/2018 11:19:02 AM;826379;2400;1600;1;;6215;0;108_4089644;;;4086624;;;;;60001269;;;;;;;;;0;;61007;;;;;0;-1;;;;;;;;;;;;
4089646;11/25/2018 11:18:33 AM;24;11/25/2018 11:18:30 AM;24;400;;8;;;0;4089646;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089648;11/25/2018 11:18:41 AM;822963;11/25/2018 11:19:27 AM;822963;0;;4;;;0;178662 302_4089648;;;4087272;;;;;;;;;;;1258269;;;2;;61007;;;;;0;;;;;;;;;;;;;
4089650;11/25/2018 11:18:38 AM;823001;11/25/2018 11:18:42 AM;823001;0;0;1;;;0;101_4089650;;;4086634;;;;;;;;;;;;;;0;;61007;;;;;0;-1;;12112022221;;;;;;;;;;
4089652;11/25/2018 11:18:45 AM;24;11/25/2018 11:18:42 AM;24;900;;8;;;0;4089652;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089654;11/25/2018 11:18:46 AM;2231538;11/25/2018 11:19:33 AM;2231538;400;0;1;;7203;0;103_4089654;;;4086693;;;;;60001705;;;;;;;;;0;;61007;;;;;0;-1;;12112022221;;;;;;;;;;
4089659;11/25/2018 11:18:51 AM;24;11/25/2018 11:18:48 AM;24;900;;8;;;0;4089659;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089661;11/25/2018 11:18:54 AM;847860;11/25/2018 11:19:11 AM;847860;1600;0;1;;6568;0;104_4089661;;;4086654;;;;;60000607;;;;;;;;;0;;61007;;;;;0;;;12112022221;;;;;;;;;;
4089663;11/25/2018 11:18:56 AM;24;11/25/2018 11:18:53 AM;24;400;;8;;;0;4089663;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089666;11/25/2018 11:19:01 AM;24;11/25/2018 11:18:58 AM;24;400;;8;;;0;4089666;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089668;11/25/2018 11:19:06 AM;24;11/25/2018 11:19:03 AM;24;400;;8;;;0;4089668;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089670;11/25/2018 11:19:07 AM;822959;11/25/2018 11:19:29 AM;822959;2400;0;1;;5958;0;102_4089670;;;4086568;;;;;60001702;;;;;;;;;0;;61007;;;;;0;;;12112022221;;;;;;;;;;
4089672;11/25/2018 11:19:11 AM;24;11/25/2018 11:19:08 AM;24;400;;8;;;0;4089672;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089674;11/25/2018 11:19:16 AM;24;11/25/2018 11:19:13 AM;24;900;;8;;;0;4089674;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089676;11/25/2018 11:23:41 AM;822963;11/25/2018 11:23:54 AM;822963;0;;4;;;0;178663 301_4089676;;;4087172;;;;;;;;;;;1258269;;;2;;61007;;;;;0;;;12212022221;;;;;;;;;;
4089679;11/25/2018 11:19:21 AM;24;11/25/2018 11:19:18 AM;24;900;;8;;;0;4089679;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089681;11/25/2018 11:19:26 AM;24;11/25/2018 11:19:23 AM;24;900;;8;;;0;4089681;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089683;11/25/2018 11:19:31 AM;24;11/25/2018 11:19:28 AM;24;900;;8;;;0;4089683;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089685;11/25/2018 11:19:36 AM;24;11/25/2018 11:19:33 AM;24;900;;8;;;0;4089685;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089687;11/25/2018 11:19:32 AM;822971;11/25/2018 11:19:50 AM;822971;800;0;1;;2576;0;105_4089687;;;4086315;;;;;60000588;;;;;;;;;0;;61007;;;;;0;;;12112022221;;;;;;;;;;
4089690;11/25/2018 11:19:41 AM;24;11/25/2018 11:19:38 AM;24;400;;8;;;0;4089690;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089692;11/25/2018 11:24:05 AM;822963;11/25/2018 11:24:17 AM;822963;0;;4;;;0;178664 301_4089692;;;4087172;;;;;;;;;;;1258269;;;2;;61007;;;;;0;;;12212022221;;;;;;;;;;
4089694;11/25/2018 11:19:46 AM;24;11/25/2018 11:19:43 AM;24;400;;8;;;0;4089694;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089696;11/25/2018 11:19:46 AM;847860;11/25/2018 11:19:57 AM;847860;1600;0;1;;6569;0;104_4089696;;;4086654;;;;;60000607;;;;;;;;;0;;61007;;;;;0;;;12112022221;;;;;;;;;;
4089698;11/25/2018 11:19:51 AM;24;11/25/2018 11:19:48 AM;24;200;;8;;;0;4089698;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089700;11/25/2018 11:19:54 AM;822963;11/25/2018 11:20:44 AM;822963;0;;4;;;0;178667 302_4089700;;;4087272;;;;;;;;;;;1258269;;;2;;61007;;;;;0;;;;;;;;;;;;;
4089702;11/25/2018 11:20:14 AM;847860;11/25/2018 11:20:27 AM;847860;800;0;1;;6570;0;104_4089702;;;4086654;;;;;60000607;;;;;;;;;0;;61007;;;;;0;;;12112022221;;;;;;;;;;
4089704;11/25/2018 11:24:38 AM;822963;11/25/2018 11:25:02 AM;822963;0;;4;;;0;178666 301_4089704;;;4087172;;;;;;;;;;;1258269;;;2;;61007;;;;;0;;;12212022221;;;;;;;;;;
4089706;11/25/2018 11:20:15 AM;822971;11/25/2018 11:20:26 AM;822971;800;0;1;;2577;0;105_4089706;;;4086315;;;;;60000588;;;;;;;;;0;;61007;;;;;0;;;12112022221;;;;;;;;;;
4089708;11/25/2018 11:20:26 AM;24;11/25/2018 11:20:24 AM;24;400;;8;;;0;4089708;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089710;11/25/2018 11:20:27 AM;822963;11/25/2018 11:20:44 AM;822963;0;;4;;;0;178665 307_4089710;;;4088067;;;;;;;;;;;1258269;;;2;;61007;;;;;0;;;12212022221;;;;;;;;;;
4089712;11/25/2018 11:20:36 AM;24;11/25/2018 11:20:33 AM;24;900;;8;;;0;4089712;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089714;11/25/2018 11:20:41 AM;24;11/25/2018 11:20:38 AM;24;400;;8;;;0;4089714;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089716;11/25/2018 11:20:41 AM;847860;11/25/2018 11:20:56 AM;847860;1600;0;1;;6571;0;104_4089716;;;4086654;;;;;60000607;;;;;;;;;0;;61007;;;;;0;;;12112022221;;;;;;;;;;
4089719;11/25/2018 11:20:45 AM;822959;11/25/2018 11:21:06 AM;822959;1600;0;1;;5959;0;102_4089719;;;4086568;;;;;60001702;;;;;;;;;0;;61007;;;;;0;;;12112022221;;;;;;;;;;
4089720;11/25/2018 11:20:46 AM;24;11/25/2018 11:20:43 AM;24;400;;8;;;0;4089720;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089723;11/25/2018 11:20:56 AM;24;11/25/2018 11:20:53 AM;24;400;;8;;;0;4089723;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089725;11/25/2018 11:21:01 AM;24;11/25/2018 11:20:58 AM;24;400;;8;;;0;4089725;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4089729;11/25/2018 11:21:34 AM;822963;11/25/2018 11:22:04 AM;822963;0;;4;;;0;178669 304_4089729;;;4087593;;;;;;;;;;;1258269;;;2;;61007;;;;;0;;;;;;;;;;;;;
4089731;11/25/2018 11:21:48 AM;822963;11/25/2018 11:23:01 AM;822963;0;;4;;;0;178668 302_4089731;;;4087272;;;;;;;;;;;1258269;;;2;;61007;;;;;0;;;;;;;;;;;;;
4089733;11/25/2018 11:21:48 AM;24;11/25/2018 11:21:48 AM;24;-900;;8;0;;4;;;;4085654;;;;;;;24;;;;;;;;;-1;;;;;;;;01;;;;;;;;;;
4089735;11/25/2018 11:21:51 AM;822971;11/25/2018 11:21:56 AM;822971;0;0;1;;;0;105_4089735;;;4086315;;;;;;;;;;;;;;0;;61007;;;;;0;;;12112022221;;;;;;;;;;
4089737;11/25/2018 11:21:52 AM;24;11/25/2018 11:21:52 AM;24;-900;;8;0;;4;;;;4085654;;;;;;;24;;;;;;;;;-1;;;;;;;;01;;;;;;;;;;
4089739;11/25/2018 11:21:57 AM;24;11/25/2018 11:21:57 AM;24;-900;;8;0;;4;;;;4085654;;;;;;;24;;;;;;;;;-1;;;;;;;;01;;;;;;;;;;
4089741;11/25/2018 11:21:59 AM;24;11/25/2018 11:21:59 AM;24;-400;;8;0;;4;;;;4085654;;;;;;;24;;;;;;;;;-1;;;;;;;;01;;;;;;;;;;
4089744;11/25/2018 11:22:30 AM;1152278;11/25/2018 11:22:49 AM;1152278;1000;0;2;;3120;0;106_4089744;;;4086643;;1;;;60001268;;;;;;;;;0;;-1;;;;;0;;TypePK=3;;;;;;;;;;;;
4089746;11/25/2018 11:22:32 AM;822963;11/25/2018 11:24:51 AM;822963;0;;4;;;0;178674 307_4089746;;;4088067;;;;;;;;;;;1258269;;;2;;61007;;;;;0;;;12212022221;;;;;;;;;;
